sku_id,cate,brand,type_1,type_2,type_3,type_4,type_5,type_6,type_all
108974,9,640,26,0,0,0,0,35,61
147331,9,246,3,0,0,0,0,3,6
123960,4,375,1,0,0,0,0,2,3
100666,7,488,8,0,0,0,0,14,22
76640,5,159,137,4,3,0,1,273,418
112456,10,60,4,0,0,0,0,6,10
63380,5,118,7,0,0,0,0,11,18
82754,9,630,37,0,0,0,0,88,125
81720,9,380,54,4,3,1,0,72,134
94093,9,85,2,0,0,0,0,4,6
545,7,508,2,0,0,0,0,13,15
130022,8,800,203,7,1,1,1,308,521
10830,8,214,89,2,0,0,0,142,233
991,8,800,58,1,0,0,0,141,200
55345,5,76,25,0,0,0,0,42,67
151796,8,800,1,0,0,0,0,0,1
88140,9,597,4,0,0,0,0,7,11
10185,5,518,5,0,0,0,0,9,14
102885,5,561,1,0,0,0,0,0,1
43171,7,521,8,0,0,0,0,17,25
26282,9,65,1,0,0,0,0,2,3
83932,9,65,1,0,0,0,0,1,2
39925,11,214,1,0,0,0,0,0,1
54769,9,399,1,0,0,0,0,2,3
20332,9,912,4,0,0,0,0,10,14
38888,9,741,6,0,0,0,0,15,21
111876,8,800,387,15,4,0,1,600,1007
44437,8,545,1,0,0,0,0,0,1
157558,9,302,2,0,0,0,0,4,6
740,7,306,834,19,8,4,6,2990,3861
127368,10,60,24,0,0,0,0,56,80
25716,9,375,4,0,0,0,0,1,5
36335,10,618,4,0,0,0,0,13,17
85231,9,873,2,0,0,0,0,7,9
131006,9,873,2,0,0,0,0,5,7
47747,10,618,2,0,0,0,0,4,6
15932,9,873,2,0,0,0,0,4,6
73448,4,159,19,1,1,0,0,32,53
49699,9,873,24,0,0,0,1,27,52
7537,5,78,1,0,0,0,0,1,2
140915,8,655,741,28,7,0,6,1262,2044
62345,9,483,0,0,0,0,0,19,19
14077,9,741,2,0,0,0,0,4,6
166001,5,489,1,0,0,0,0,4,5
51509,7,563,17,0,0,0,0,19,36
136373,9,483,2,0,0,0,0,3,5
128007,9,483,2,0,0,0,0,3,5
126496,7,648,159,2,0,1,0,290,452
90118,4,885,80,0,0,0,1,154,235
44077,5,76,16,2,0,0,0,44,62
104277,11,214,2,1,0,0,0,0,3
14284,7,744,25,0,0,0,0,47,72
160460,9,374,10,0,0,10,0,16,36
82875,9,374,13,0,0,10,0,20,43
135229,5,479,19,0,0,0,0,26,45
18258,10,322,2,0,0,0,0,0,2
111200,10,322,3,0,0,0,0,3,6
7727,9,545,5,0,0,0,0,0,5
18162,10,60,2,0,0,0,0,3,5
82976,10,111,2,0,0,0,0,6,8
53031,9,78,6,0,0,0,0,12,18
51087,6,200,19,2,1,0,0,28,50
109244,9,78,12,0,0,0,0,28,40
105031,6,51,260,15,6,2,0,509,792
31900,10,355,5,0,0,0,0,5,10
90221,9,86,1,0,0,0,0,1,2
126831,4,306,2297,91,24,25,8,4192,6637
134774,5,225,16,0,0,0,0,24,40
67785,7,79,29,1,0,0,0,51,81
76488,9,873,4,0,0,0,0,6,10
15472,11,124,1,0,0,0,0,0,1
66111,8,124,1,0,0,0,0,3,4
9220,8,214,49,0,0,0,1,76,126
76623,8,214,49,0,0,0,0,86,135
84609,9,842,22,0,0,0,0,38,60
67270,8,800,2,0,0,0,0,3,5
159115,9,158,4,1,1,0,0,11,17
4109,9,367,2,0,0,0,0,5,7
80562,8,885,1,0,0,0,0,0,1
76630,9,874,6,0,0,0,0,8,14
58331,4,200,6,0,0,0,0,22,28
73349,7,508,11,0,0,0,0,27,38
12712,8,800,74,2,0,0,0,146,222
61779,4,453,1,0,0,0,0,2,3
389,7,693,11,0,0,0,0,16,27
43125,7,460,18,0,0,0,0,34,52
7194,7,460,2,0,0,0,0,5,7
6630,11,214,7,0,0,0,0,9,16
134665,8,489,3,0,0,0,0,5,8
137505,8,214,49,1,1,0,0,71,122
114438,9,640,49,0,0,0,0,81,130
57309,9,630,77,0,1,0,0,126,204
167399,11,214,6,0,0,0,0,7,13
52404,9,873,21,1,2,0,0,41,65
155888,5,489,65,3,2,0,0,107,177
26030,10,555,13,0,0,0,0,26,39
84662,10,355,6,0,0,0,0,16,22
118119,11,623,4,0,0,0,0,4,8
52656,5,181,146,5,2,0,3,260,416
76701,10,87,20,0,0,0,0,30,50
23835,9,175,1,0,0,0,0,1,2
29694,9,100,13,2,0,0,0,8,23
99845,9,483,4,0,0,0,0,6,10
66238,8,489,1,0,0,0,0,0,1
6265,7,384,2,0,0,0,0,4,6
131628,5,800,15,0,0,0,0,16,31
39987,10,903,2,0,0,0,0,3,5
114774,10,903,7,0,0,0,0,6,13
156964,8,489,4,0,0,0,0,3,7
7162,11,214,6,0,0,0,0,7,13
105503,10,903,4,0,0,0,0,4,8
69491,8,658,2,0,0,0,0,4,6
8107,11,658,2,0,0,0,0,3,5
127247,9,89,2,0,0,0,0,4,6
159971,7,587,36,2,0,0,0,58,96
70101,9,457,4,0,0,0,0,9,13
96024,9,457,6,0,0,0,0,8,14
67051,9,630,8,0,0,0,0,38,46
122992,9,457,2,0,0,0,0,3,5
2162,8,306,1,0,0,0,0,5,6
73063,5,479,1,0,0,0,0,0,1
26530,9,202,4,0,0,0,0,6,10
67182,4,375,5,0,0,0,0,18,23
139395,8,214,1,0,0,0,0,0,1
131324,6,789,8,0,0,0,0,11,19
73053,5,479,145,1,0,0,0,254,400
11989,4,375,2,0,0,0,0,3,5
16730,9,452,6,1,1,0,0,14,22
3879,10,628,1,0,0,0,0,1,2
49450,8,489,2,0,0,0,0,0,2
70758,9,909,2,0,0,0,0,3,5
114609,8,214,163,0,0,0,0,303,466
9385,11,214,6,0,0,0,0,5,11
4348,9,489,21,1,1,0,0,42,65
26761,8,124,0,0,0,0,0,1,1
28562,9,302,4,0,0,0,0,6,10
149603,9,302,2,0,0,0,0,7,9
105074,5,76,92,2,1,0,0,123,218
47654,5,76,35,0,0,0,0,57,92
88748,4,890,17,0,0,0,0,36,53
105153,5,159,27,1,1,0,0,42,71
85137,9,556,1,0,0,0,0,0,1
20241,4,200,7,0,0,0,0,10,17
39418,4,200,2,0,0,0,0,4,6
167178,8,489,1,0,0,0,0,0,1
161456,8,489,1,0,0,0,0,0,1
18156,11,214,8,0,0,0,0,10,18
75229,5,306,1,0,0,0,0,1,2
7670,10,208,4,0,0,0,0,11,15
67126,7,100,7,0,0,0,0,13,20
161034,7,118,1,0,0,0,0,4,5
136539,9,489,20,0,0,0,0,41,61
70913,10,66,2,0,0,0,0,6,8
15871,10,111,0,0,0,0,0,4,4
7235,10,66,2,0,0,0,0,4,6
133217,7,306,4,0,0,0,0,4,8
55260,9,341,4,0,0,0,0,5,9
12067,9,341,2,0,0,0,0,2,4
118443,5,375,2,0,0,0,0,3,5
155464,11,545,18,0,0,0,0,21,39
104037,7,263,1,0,0,0,0,1,2
66026,9,873,3,0,0,0,0,4,7
85663,9,873,1,0,0,0,0,0,1
160630,9,873,1,0,0,0,0,0,1
145202,9,873,3,0,0,0,0,4,7
161387,9,800,24,2,2,0,0,43,71
45944,5,667,1,0,0,0,0,0,1
27375,5,667,20,0,0,0,0,37,57
106210,5,479,134,5,2,0,1,239,381
127072,9,65,4,0,0,0,0,12,16
11040,9,796,5,0,0,0,0,8,13
84221,9,145,2,0,0,0,0,4,6
44415,9,706,2,0,0,0,0,4,6
170471,9,828,2,0,0,0,0,4,6
86814,11,623,2,0,0,0,0,2,4
47544,4,752,1,0,0,0,0,0,1
34738,10,555,2,0,0,0,0,4,6
158467,7,492,2,0,0,0,0,14,16
104829,7,492,6,1,0,1,0,12,20
143021,9,640,62,0,0,0,0,111,173
97551,7,492,1,0,0,0,0,1,2
2701,5,78,1,0,0,0,0,2,3
142018,9,472,2,0,0,0,0,3,5
30143,9,640,13,0,0,0,0,11,24
116341,5,76,39,0,0,0,0,53,92
84412,6,124,38,1,1,0,0,72,112
96834,9,282,1,0,0,0,0,1,2
2739,6,124,16,0,0,0,0,22,38
92595,10,911,1,0,0,0,0,1,2
32623,9,457,10,0,0,0,0,15,25
87543,9,796,1,0,0,0,0,2,3
123501,8,800,18,0,0,0,0,34,52
114023,8,30,1,0,0,0,0,0,1
89734,9,77,14,0,0,0,0,22,36
119063,7,748,6,0,0,0,0,4,10
154078,7,367,8,0,0,0,0,11,19
44512,9,873,4,0,0,0,0,7,11
68643,7,367,8,0,0,0,0,8,16
60990,7,658,12,0,0,0,0,14,26
96401,8,484,141,4,0,0,2,245,392
44285,9,658,2,0,0,0,0,3,5
97053,9,535,4,0,0,0,0,4,8
136197,9,538,7,0,0,0,0,8,15
46055,5,124,1,0,0,0,0,2,3
86431,4,453,1,0,0,0,0,0,1
86472,6,200,48,2,2,0,0,92,144
22147,10,523,2,0,0,0,0,11,13
56849,10,523,2,0,0,0,0,18,20
35160,10,178,9,0,0,0,0,12,21
77161,9,6,6,0,0,0,0,10,16
150865,9,6,2,0,0,0,0,2,4
35463,6,800,124,11,2,0,0,238,375
63335,9,819,16,0,0,0,0,29,45
39790,7,755,6,0,0,0,0,11,17
132291,6,269,2,0,0,0,0,1,3
14525,9,6,2,0,0,0,0,4,6
133115,5,76,6,0,0,0,0,11,17
33038,9,842,2,0,0,0,0,5,7
143896,10,29,2,0,0,0,0,4,6
97198,8,800,14,0,0,0,0,37,51
150345,4,885,6,0,0,0,0,15,21
81660,4,885,3,0,0,0,0,7,10
104060,7,508,16,0,0,0,0,37,53
158172,7,508,3,0,0,0,0,8,11
42121,10,820,0,0,0,0,0,8,8
129643,10,820,0,0,0,0,0,7,7
131393,6,235,4,0,0,0,0,8,12
18756,7,909,34,2,0,0,0,62,98
76593,4,174,6,0,0,0,0,5,11
49957,8,214,1,0,0,0,0,0,1
155078,8,214,113,3,1,0,0,205,322
48752,6,124,54,3,2,0,0,107,166
5444,7,228,16,0,0,0,0,25,41
58254,4,200,6,0,0,0,0,0,6
75318,5,655,54,0,0,0,0,71,125
55572,5,225,7,0,0,0,0,10,17
144539,10,917,0,0,0,0,0,8,8
35119,5,200,10,0,0,0,0,15,25
163527,5,489,22,2,2,0,1,51,78
64138,6,489,460,16,5,0,3,826,1310
47348,11,214,2,0,0,0,0,2,4
121125,7,492,5,0,0,0,0,6,11
2206,5,200,26,0,0,0,0,29,55
164186,9,800,40,2,0,0,1,44,87
64308,9,842,5,0,0,0,0,13,18
166424,4,800,3,0,0,0,0,6,9
87623,8,214,5,0,0,0,0,6,11
142494,11,214,6,3,0,0,0,8,17
50777,11,214,2,1,0,0,0,5,8
167584,6,518,10,0,0,0,1,34,45
1265,10,60,0,0,0,0,0,6,6
10893,10,60,0,0,0,0,0,4,4
169092,7,306,2,0,0,0,0,6,8
54964,9,885,6,0,0,0,0,5,11
22966,11,214,6,0,0,0,0,9,15
170537,10,111,4,0,0,0,0,10,14
126435,10,831,7,0,0,0,0,14,21
117267,8,545,177,11,5,1,1,752,947
78844,7,157,1,0,0,0,0,4,5
24781,8,214,2,0,0,0,0,3,5
34371,7,748,3,0,0,0,0,3,6
149665,7,80,41,0,0,0,0,65,106
120584,10,392,8,0,0,0,0,12,20
166738,10,357,4,0,0,0,0,6,10
99682,9,184,22,0,0,0,0,33,55
81255,9,630,68,1,1,0,0,109,179
150515,10,722,12,0,0,0,1,17,30
91359,10,917,12,0,0,0,0,36,48
77287,7,521,16,1,0,0,0,28,45
45811,9,838,14,0,0,0,0,5,19
151843,9,202,2,0,0,0,0,3,5
80231,9,8,6,0,0,0,0,12,18
150898,9,202,2,0,0,0,0,3,5
76557,9,202,2,0,0,0,0,3,5
10228,7,202,2,0,0,0,0,3,5
53888,9,157,10,0,0,0,0,12,22
4784,9,885,2,0,0,0,0,4,6
101253,7,660,5,0,0,0,0,11,16
152140,9,800,12,0,0,0,0,14,26
18678,5,893,2,0,0,0,0,2,4
34957,5,518,14,0,0,0,0,18,32
37118,9,630,24,0,0,0,0,31,55
41542,9,203,4,0,0,0,0,7,11
84935,10,29,2,0,0,0,0,7,9
58160,9,912,2,0,0,0,0,3,5
64765,9,632,8,0,0,0,0,14,22
39966,4,159,2,0,0,0,0,2,4
152935,6,141,8,0,0,0,0,9,17
49229,5,78,4,0,0,0,0,6,10
108926,11,489,2,0,0,0,0,2,4
49239,5,655,36,0,0,0,0,53,89
97014,9,117,4,0,0,0,0,11,15
86807,8,214,2,0,0,0,0,0,2
49672,10,392,2,0,0,0,0,3,5
152024,11,812,4,0,0,0,0,4,8
6350,10,357,4,0,0,0,0,12,16
43719,7,80,6,0,0,0,0,5,11
114711,5,140,8,0,0,0,0,15,23
112988,6,922,0,1,0,0,0,0,1
39130,9,456,8,0,0,0,0,13,21
161967,9,492,4,0,0,0,0,7,11
138563,7,496,15,0,0,0,1,38,54
77710,9,489,5,0,0,0,0,11,16
29099,9,184,2,0,0,0,0,3,5
21289,9,538,2,0,0,0,0,4,6
62492,7,842,38,2,1,0,0,56,97
109085,6,306,2,0,0,0,0,3,5
16724,4,800,3,0,0,0,0,2,5
61206,6,518,5,0,0,1,0,10,16
22968,9,489,10,0,0,0,0,27,37
165495,8,916,2,0,0,0,0,4,6
151611,9,489,47,2,0,0,2,78,129
63069,9,472,3,0,0,0,0,4,7
130617,9,489,1,0,0,0,0,1,2
102244,11,623,5,0,0,0,0,9,14
18504,9,8,2,0,0,0,0,3,5
99658,9,8,8,0,0,0,0,24,32
155726,9,8,4,0,0,0,0,15,19
138693,9,157,0,0,0,0,0,6,6
61200,10,289,1,0,0,0,0,2,3
144280,9,483,14,0,0,0,0,23,37
117206,9,483,8,0,0,0,0,9,17
10341,9,483,2,0,0,0,0,9,11
168981,7,56,2,0,0,0,0,1,3
63155,5,489,15,0,0,0,1,33,49
123689,4,375,2,0,0,0,0,4,6
34814,9,800,2,0,0,0,0,4,6
122261,9,302,1,0,0,0,0,4,5
119408,7,228,17,0,0,1,0,22,40
63564,9,630,49,0,0,0,1,138,188
32920,7,669,4,1,1,0,0,7,13
161428,10,820,1,0,0,0,0,0,1
154255,7,100,1,0,0,0,0,0,1
58053,7,909,6,0,0,0,0,10,16
129687,6,200,8,0,0,0,0,16,24
87485,9,8,8,0,0,0,0,16,24
136418,9,8,4,0,0,0,0,14,18
105357,9,8,0,0,0,0,0,12,12
66155,9,8,10,0,0,0,0,18,28
114443,9,589,2,0,0,0,0,4,6
162971,8,623,1,0,0,0,0,0,1
127400,6,269,1,0,0,0,0,0,1
73000,8,30,3,0,0,0,0,0,3
131105,5,655,6,0,0,0,0,9,15
86893,5,518,4,0,0,0,0,8,12
100823,7,822,12,0,0,0,0,9,21
43523,10,555,2,0,0,0,0,4,6
66382,10,555,9,0,0,0,0,15,24
164686,10,555,5,0,0,0,0,13,18
34525,6,306,1,0,0,0,0,3,4
170838,9,842,1,0,0,1,0,0,2
132856,9,86,8,1,1,0,0,11,21
70284,11,214,4,0,0,0,0,4,8
78290,6,209,7,0,0,0,0,10,17
36160,5,893,6,0,0,0,0,12,18
114927,7,118,2,0,0,0,0,3,5
166637,11,800,1,0,0,0,0,1,2
168244,7,78,30,0,0,0,0,46,76
56482,10,66,10,0,0,0,0,19,29
103124,11,885,0,1,0,0,0,0,1
114943,6,174,2,0,0,0,0,4,6
3218,7,693,4,0,0,0,0,5,9
124988,5,479,34,1,0,0,0,52,87
136016,5,76,180,4,2,1,1,269,457
57607,11,489,10,0,0,0,0,11,21
15239,9,909,1,0,0,0,0,1,2
160316,5,181,2,0,0,0,0,0,2
8374,9,657,4,0,0,0,0,4,8
1781,10,29,2,0,0,0,0,9,11
28370,10,29,12,0,0,0,0,21,33
96805,9,657,13,1,1,0,1,23,39
108128,10,798,2,0,0,0,0,3,5
11162,7,885,4,0,0,0,0,7,11
165735,9,575,4,0,0,0,0,7,11
55475,7,79,8,0,0,0,0,12,20
95917,7,312,2,0,0,0,0,4,6
35662,8,214,6,0,0,0,0,13,19
125243,11,214,2,0,0,0,0,2,4
153660,11,489,2,0,0,0,0,2,4
36161,5,124,42,2,0,0,0,79,123
40854,5,489,12,0,0,0,0,29,41
136718,4,453,217,5,3,0,2,369,596
147476,7,228,1,0,0,0,0,6,7
60025,4,159,2,0,0,0,0,4,6
91078,6,200,28,0,0,0,0,50,78
17026,8,800,1,0,0,0,0,0,1
52977,8,124,0,0,0,0,0,3,3
93051,7,56,26,2,0,0,1,61,90
6096,7,741,2,0,0,0,0,12,14
92334,9,469,279,0,0,0,1,129,409
34653,10,781,2,0,0,0,0,2,4
125276,10,781,1,0,0,0,0,2,3
170338,9,378,2,0,0,0,0,3,5
42657,6,693,26,0,0,0,0,42,68
143132,7,563,18,1,1,0,0,54,74
122335,9,427,3,0,0,0,0,4,7
5828,9,800,24,1,0,0,0,74,99
48131,9,65,1,0,0,0,0,1,2
139452,7,175,4,0,0,0,0,10,14
93136,10,357,6,0,0,0,0,7,13
102777,7,570,1,0,0,0,0,2,3
29979,9,145,2,0,0,0,0,3,5
14650,11,800,13,0,0,0,0,14,27
142314,8,489,1,0,0,0,0,0,1
161186,9,873,2,0,0,0,0,4,6
59887,8,214,76,3,1,0,0,153,233
47628,10,781,2,0,0,0,0,2,4
105724,9,375,2,0,0,0,0,3,5
17558,9,147,2,0,0,0,0,4,6
144782,9,147,2,0,0,0,0,10,12
41236,9,147,10,0,0,0,0,17,27
154108,9,630,3,0,0,0,0,6,9
85057,7,80,8,0,0,0,0,13,21
91688,9,353,2,0,0,0,0,4,6
142869,7,100,40,0,0,1,0,69,110
31542,7,521,6,0,0,0,0,10,16
169284,7,484,0,0,0,0,0,6,6
136948,7,521,2,0,0,0,0,3,5
99325,5,570,5,0,0,0,0,8,13
2969,9,374,4,0,0,0,0,11,15
18869,5,479,64,1,1,0,0,114,180
96117,11,214,1,0,0,0,0,0,1
9255,8,545,2,0,0,0,0,2,4
5543,4,923,10,0,0,0,0,11,21
128322,9,147,4,0,0,0,0,9,13
133142,9,489,6,0,0,0,0,9,15
504,11,812,2,0,0,0,0,3,5
21230,10,63,2,0,0,0,0,4,6
129696,5,225,32,0,0,0,0,49,81
146227,9,46,2,0,0,0,0,4,6
44628,9,631,2,0,0,0,0,8,10
161822,9,65,1,0,0,0,0,1,2
22659,9,631,1,0,0,0,0,3,4
37323,9,631,7,0,0,0,1,13,21
119120,6,221,3,0,0,0,0,4,7
512,10,628,2,0,0,0,0,3,5
157081,10,355,2,0,0,0,0,3,5
165747,5,479,19,0,0,0,0,30,49
15066,8,214,86,2,1,0,0,152,241
50066,9,100,1,0,0,0,0,2,3
18886,6,489,1,0,0,0,0,2,3
13811,7,302,2,0,0,0,0,3,5
166390,7,484,5,2,0,0,0,14,21
135583,7,56,1,0,0,0,0,1,2
124659,9,630,30,0,0,0,0,82,112
66719,4,890,84,2,0,0,0,176,262
77462,9,800,11,0,0,0,0,13,24
168243,9,800,27,0,0,0,1,45,73
6514,8,124,3,0,0,0,0,3,6
61743,7,118,4,0,0,0,0,9,13
157089,9,456,2,0,0,0,0,4,6
149263,9,640,33,0,0,0,0,44,77
104737,9,556,4,0,0,0,0,11,15
95621,10,29,6,0,0,0,0,12,18
11209,4,591,2,0,0,0,0,4,6
125721,7,61,0,0,0,0,0,4,4
96436,7,61,4,0,0,0,0,8,12
103618,7,61,17,0,0,0,0,21,38
79040,4,658,70,2,0,0,0,124,196
167190,7,149,2,0,0,0,0,4,6
82261,10,392,13,0,0,0,0,8,21
84520,9,367,5,0,0,0,0,13,18
122725,7,575,4,0,0,0,0,7,11
154729,9,842,1,0,0,0,0,0,1
169060,7,521,1,0,0,0,0,0,1
83148,8,800,108,1,0,0,1,200,310
160998,9,43,3,0,0,0,0,6,9
9503,9,43,7,0,0,0,0,9,16
48942,9,838,4,0,0,0,0,19,23
12402,9,838,8,0,0,0,0,15,23
71177,9,838,0,0,0,0,0,5,5
94520,9,418,10,0,0,0,0,18,28
156958,9,418,2,0,0,0,0,4,6
159576,9,622,2,0,0,0,0,6,8
160771,10,60,6,0,0,0,0,12,18
132907,9,380,2,0,0,0,0,6,8
155405,11,214,2,1,0,0,0,6,9
125855,10,628,4,0,0,0,0,8,12
76254,10,628,2,0,0,0,0,3,5
26421,9,456,4,0,0,0,0,11,15
29975,10,618,4,0,0,0,0,5,9
169554,5,479,320,10,6,0,3,608,947
91434,9,457,4,0,0,0,0,4,8
3234,8,214,1,0,0,0,0,1,2
111632,4,36,76,2,1,0,0,166,245
84767,9,457,2,0,0,0,0,5,7
13049,9,457,2,0,0,0,0,6,8
49780,10,628,3,0,0,0,0,2,5
76029,9,658,2,0,0,0,0,0,2
104404,9,630,5,0,0,0,0,11,16
123617,10,628,2,0,0,0,0,3,5
110628,5,238,2,0,0,0,0,3,5
57547,7,211,10,0,0,0,0,23,33
69153,7,373,8,0,0,0,0,11,19
55131,10,781,2,0,0,0,0,3,5
139241,10,355,6,0,0,0,0,10,16
133383,10,322,3,0,0,0,0,3,6
95842,10,752,2,0,0,0,0,2,4
102165,5,124,38,0,0,0,0,67,105
60888,5,124,26,0,0,0,0,36,62
161997,7,149,4,0,0,0,0,8,12
35998,7,306,1,0,0,0,0,10,11
38926,9,489,4,0,0,0,0,10,14
107854,8,800,2,0,0,0,0,3,5
171138,9,630,42,0,0,0,0,71,113
817,9,630,13,0,0,0,0,28,41
146131,9,630,15,0,0,0,0,30,45
113439,9,42,2,0,0,0,0,4,6
170663,4,658,43,1,0,0,0,69,113
152284,7,489,41,0,0,0,0,68,109
12137,7,489,8,0,0,0,0,16,24
142889,5,78,39,1,1,0,0,66,107
52044,10,831,2,0,0,0,0,4,6
132612,10,628,2,1,1,0,0,7,11
128722,9,632,2,0,0,0,0,6,8
163010,10,917,2,0,0,0,0,0,2
107303,8,214,132,0,0,0,1,226,359
83501,9,306,1,0,0,0,0,0,1
128251,5,263,1,0,0,0,0,0,1
38020,6,269,1,0,0,0,0,2,3
34256,6,78,1,0,0,0,0,3,4
146723,6,489,1,0,0,0,0,2,3
98780,6,585,4,0,0,0,0,6,10
118504,10,781,2,0,0,0,0,3,5
16102,7,149,6,1,1,0,0,12,20
90594,7,196,3,0,0,0,0,8,11
133178,9,131,4,0,0,0,0,7,11
97670,6,489,6,0,0,0,0,6,12
115227,11,545,2,0,0,0,0,2,4
92954,10,66,3,0,0,0,0,10,13
69635,10,66,5,0,0,0,0,11,16
134479,10,743,2,0,0,0,0,3,5
70012,8,214,1,0,0,0,0,2,3
36801,9,819,13,0,0,0,0,28,41
23387,9,819,23,0,0,0,0,48,71
151534,10,63,12,0,0,0,0,23,35
22681,8,214,1,0,0,0,0,1,2
2315,11,214,0,1,0,0,0,0,1
52644,10,917,1,0,0,0,0,1,2
81271,10,917,1,0,0,0,0,3,4
33155,10,322,1,0,0,0,0,2,3
3572,4,638,1,0,0,0,0,0,1
117104,8,214,246,12,3,0,3,464,728
22636,4,174,1,0,0,0,0,3,4
123640,11,214,0,2,0,0,0,0,2
8795,7,489,2,0,0,0,0,3,5
147510,7,842,8,0,0,0,0,7,15
136144,8,214,294,5,1,0,0,486,786
66836,8,623,9,0,0,0,0,17,26
19477,9,175,5,0,0,0,0,6,11
10452,4,36,19,0,0,0,0,29,48
35813,9,630,3,0,0,0,0,3,6
12226,10,413,3,0,0,0,0,10,13
84821,9,374,4,0,0,0,0,7,11
102607,5,78,0,2,0,0,0,0,2
79882,8,214,124,6,3,0,1,238,372
151989,7,864,5,1,1,0,0,12,19
166096,8,556,2,0,0,0,0,4,6
18054,7,306,1,0,0,0,0,3,4
55097,10,413,1,0,0,0,0,1,2
12696,4,800,2,0,0,0,0,0,2
70743,8,214,148,4,1,0,0,275,428
18359,10,322,1,0,0,0,0,1,2
125424,10,322,1,0,0,0,0,1,2
161646,7,367,1,0,0,0,0,0,1
160234,5,78,1,0,0,0,0,1,2
4559,9,492,7,0,0,0,0,15,22
162066,5,78,1,0,0,0,0,2,3
121997,9,819,1,0,0,0,0,11,12
7312,11,214,2,0,0,0,0,3,5
54982,4,885,46,0,0,0,0,81,127
88956,4,36,366,12,6,0,1,1140,1525
139327,7,56,3,0,0,0,0,4,7
120209,7,521,9,0,0,0,0,25,34
120642,7,79,4,0,0,0,0,15,19
159025,10,256,8,0,0,0,0,13,21
9531,5,78,14,0,0,0,0,18,32
64140,7,175,4,1,1,0,0,18,24
12828,8,658,2,0,0,0,0,2,4
120065,8,800,27,0,0,0,1,58,86
157044,7,118,6,0,0,0,0,18,24
8461,10,104,1,0,0,0,0,10,11
146088,10,104,1,0,0,0,0,2,3
2890,4,453,1,0,0,0,0,2,3
160556,8,214,92,2,2,0,0,145,241
162450,9,575,2,0,0,0,0,7,9
152672,6,235,72,3,1,1,2,151,230
33169,10,903,10,0,0,0,0,12,22
85232,7,489,5,0,0,0,0,6,11
95836,7,157,6,0,0,0,0,7,13
117926,9,216,135,8,3,0,2,266,414
96289,11,812,2,0,0,0,0,0,2
159064,8,214,102,0,0,0,0,178,280
28445,9,216,10,0,0,0,0,21,31
160429,9,216,43,0,0,0,0,60,103
127111,7,118,2,0,0,0,0,4,6
89903,6,427,1,0,0,0,0,3,4
20494,4,453,1,0,0,0,0,0,1
101598,8,562,103,2,0,0,0,157,262
106012,4,885,36,0,0,0,0,67,103
149961,9,89,20,0,0,0,0,37,57
45900,7,100,4,0,0,0,0,7,11
36613,7,384,2,0,0,0,0,4,6
17872,7,484,2,0,0,0,0,3,5
133119,7,384,4,0,0,0,0,4,8
167500,7,384,2,0,0,0,0,3,5
29222,8,214,2,0,0,0,0,10,12
85992,9,842,2,0,0,0,0,0,2
106364,10,798,2,0,0,0,0,4,6
82815,4,200,56,2,1,0,0,90,149
87055,6,235,56,0,0,0,0,97,153
148851,7,56,30,1,1,0,0,34,66
131506,4,885,44,0,0,0,0,90,134
108434,4,658,16,0,0,0,0,20,36
70481,4,885,140,6,3,0,0,259,408
23603,9,86,94,1,0,1,0,134,230
108072,10,66,6,0,0,0,0,12,18
81589,5,76,10,0,0,0,0,10,20
32617,9,489,8,0,0,1,0,9,18
16219,8,556,1,0,0,0,0,0,1
106006,10,322,2,0,0,0,0,4,6
16871,5,159,18,0,0,0,0,35,53
88307,9,89,3,0,0,0,0,4,7
135742,7,175,2,0,0,0,0,3,5
14013,4,200,10,0,0,0,0,18,28
36849,8,403,283,10,1,2,1,458,755
77351,10,917,2,0,0,0,0,7,9
86065,7,384,4,0,0,0,0,7,11
9680,9,630,74,0,0,0,1,229,304
130757,5,489,7,0,0,0,0,3,10
144541,4,159,19,0,0,0,1,30,50
12568,8,403,390,22,8,2,2,769,1193
44634,10,413,2,0,0,0,0,4,6
110177,7,157,6,0,0,0,0,17,23
168005,7,157,4,0,0,0,0,9,13
119613,5,885,52,1,0,0,0,84,137
104199,7,669,2,0,0,0,0,3,5
121999,7,175,1,0,0,0,0,0,1
32067,4,36,78,3,2,0,1,147,231
168842,9,630,382,13,3,1,6,1484,1889
90206,9,6,2,0,0,0,0,4,6
31758,9,65,1,0,0,0,0,0,1
99398,10,898,5,0,0,0,0,9,14
45983,7,641,6,0,0,0,0,6,12
93074,6,269,201,6,2,1,0,357,567
82616,10,413,0,0,0,0,0,4,4
8697,10,413,0,0,0,0,0,4,4
103726,10,413,0,0,0,0,0,4,4
86954,7,864,2,0,0,0,0,4,6
100279,7,144,15,0,0,0,0,16,31
161126,7,56,2,0,0,0,0,6,8
60133,7,56,8,0,0,0,0,17,25
72506,9,484,1,0,0,0,0,0,1
26094,9,6,1,0,0,0,0,0,1
92278,9,483,18,0,0,0,1,40,59
161296,8,214,8,0,0,0,0,17,25
134586,7,489,27,1,1,0,0,51,80
108495,10,66,2,0,0,0,0,4,6
73407,9,575,2,0,0,0,0,0,2
36210,7,578,24,2,1,0,0,52,79
71137,7,578,0,0,0,0,0,4,4
130847,6,296,2,0,0,0,0,2,4
168961,5,355,14,0,0,0,0,13,27
106923,8,403,22,0,0,0,0,25,47
